filename,satellite_name,satellite_norad_id,time_enters,time_leaves,azimuth_enters,altitude_enters,azimuth_leaves,altitude_leaves
command_line_input,LAGEOS 2,22195,2026-01-05T01:36:24Z,2026-01-05T01:36:35Z,68.97,67.52,68.45,67.01
command_line_input,STARLETTE,7646,2026-01-05T03:45:20Z,2026-01-05T03:45:49Z,65.37,76.76,63.18,67.28
command_line_input,STARLETTE,7646,2026-01-21T22:16:24Z,2026-01-21T22:16:52Z,60.48,76.78,60.59,67.03
command_line_input,LARES,38077,2026-01-21T19:52:17Z,2026-01-21T19:52:25Z,59.11,76.96,68.65,76.88
command_line_input,SWARM C,39453,2026-01-14T16:59:53Z,2026-01-14T16:59:56Z,59.06,72.86,68.39,74.02
command_line_input,LAGEOS 1,8820,2026-01-14T04:00:28Z,2026-01-14T04:01:25Z,68.93,71.02,59.10,71.96
command_line_input,SENTINEL 3A,41335,2026-01-14T15:47:57Z,2026-01-14T15:48:05Z,59.41,69.26,68.87,71.69
command_line_input,SARAL,39086,2026-01-13T10:35:38Z,2026-01-13T10:35:44Z,67.76,68.86,59.38,68.37
command_line_input,STELLA,22824,2026-01-23T02:16:10Z,2026-01-23T02:16:16Z,67.96,70.11,59.23,69.65
command_line_input,JASON 3,41240,2026-01-22T03:34:59Z,2026-01-22T03:35:13Z,68.77,70.12,62.21,67.07
command_line_input,SWARM C,39453,2026-01-22T04:39:26Z,2026-01-22T04:39:29Z,69.00,73.68,59.93,72.46
command_line_input,EGS (AJISAI),16908,2026-01-22T20:52:54Z,2026-01-22T20:53:10Z,59.10,72.79,68.79,70.30
command_line_input,LAGEOS 1,8820,2026-01-22T03:40:31Z,2026-01-22T03:41:27Z,68.89,71.22,59.13,72.14
command_line_input,SARAL,39086,2026-01-30T23:42:02Z,2026-01-30T23:42:08Z,61.98,67.10,68.50,68.86
command_line_input,LAGEOS 1,8820,2026-01-30T03:20:33Z,2026-01-30T03:21:29Z,68.95,71.39,59.09,72.31
command_line_input,LARES,38077,2026-01-30T18:06:24Z,2026-01-30T18:06:37Z,59.09,69.33,68.65,69.10
command_line_input,HAIYANG 2C,46469,2026-01-30T19:57:35Z,2026-01-30T19:57:42Z,60.11,69.67,68.08,69.27
command_line_input,HAIYANG 2D,48621,2026-01-30T02:11:28Z,2026-01-30T02:11:33Z,59.81,75.95,68.23,75.69
command_line_input,HAIYANG 2D,48621,2026-01-30T17:24:51Z,2026-01-30T17:25:02Z,68.78,76.78,59.05,73.09
command_line_input,SENTINEL 3B,43437,2026-01-30T02:41:50Z,2026-01-30T02:41:55Z,67.51,71.64,59.62,71.22
command_line_input,SARAL,39086,2026-02-02T23:46:18Z,2026-02-02T23:46:23Z,59.98,74.51,68.11,76.15
command_line_input,LAGEOS 2,22195,2026-02-02T22:48:47Z,2026-02-02T22:52:08Z,65.77,77.00,59.25,67.01
command_line_input,COSMOS 2024 (ETALON 2),20026,2026-02-02T02:36:00Z,2026-02-02T02:40:17Z,59.02,75.43,68.99,75.19
command_line_input,S6 MICHAEL FREILICH,46984,2026-01-25T03:20:27Z,2026-01-25T03:20:43Z,68.77,70.50,61.44,67.06
command_line_input,EGS (AJISAI),16908,2026-01-25T20:11:55Z,2026-01-25T20:12:06Z,59.84,76.15,68.41,74.43
command_line_input,COSMOS 2024 (ETALON 2),20026,2026-01-25T03:14:45Z,2026-01-25T03:18:41Z,59.03,76.56,68.99,76.39
command_line_input,EGS (AJISAI),16908,2026-01-29T14:31:33Z,2026-01-29T14:32:13Z,59.31,76.81,59.77,67.21
command_line_input,LAGEOS 2,22195,2026-01-29T04:24:35Z,2026-01-29T04:25:37Z,59.13,75.70,68.94,73.70
command_line_input,STARLETTE,7646,2026-01-29T00:32:36Z,2026-01-29T00:32:47Z,59.19,72.59,68.50,70.29
command_line_input,S6 MICHAEL FREILICH,46984,2026-02-05T09:35:08Z,2026-02-05T09:35:20Z,59.01,69.33,68.33,68.83
command_line_input,SWARM B,39451,2026-02-05T21:50:29Z,2026-02-05T21:50:33Z,68.81,69.89,60.25,68.59
command_line_input,LAGEOS 1,8820,2026-02-05T18:00:38Z,2026-02-05T18:02:10Z,59.00,69.47,68.98,73.53
command_line_input,LAGEOS 2,22195,2026-02-05T03:12:13Z,2026-02-05T03:13:40Z,59.03,70.01,68.09,67.01
command_line_input,COSMOS 2024 (ETALON 2),20026,2026-02-05T18:23:01Z,2026-02-05T18:28:12Z,68.99,76.71,59.01,74.88
command_line_input,LAGEOS 2,22195,2026-01-24T23:48:23Z,2026-01-24T23:51:19Z,64.36,76.96,59.01,68.15
command_line_input,SENTINEL 3B,43437,2026-01-24T15:50:23Z,2026-01-24T15:50:29Z,60.02,72.85,68.64,74.73
command_line_input,EGS (AJISAI),16908,2026-02-11T10:54:22Z,2026-02-11T10:54:27Z,68.91,68.33,68.36,67.20
command_line_input,LAGEOS 2,22195,2026-02-11T21:49:12Z,2026-02-11T21:52:34Z,67.10,76.96,59.85,67.00
command_line_input,STARLETTE,7646,2026-02-11T19:55:33Z,2026-02-11T19:55:39Z,59.22,68.34,63.94,67.05
command_line_input,LARES,38077,2026-02-11T07:01:48Z,2026-02-11T07:01:55Z,63.79,76.95,59.03,75.49
command_line_input,HAIYANG 2C,46469,2026-02-09T17:39:46Z,2026-02-09T17:39:54Z,59.70,69.50,68.73,69.03
command_line_input,HAIYANG 2D,48621,2026-02-09T15:07:19Z,2026-02-09T15:07:29Z,68.36,76.84,59.39,73.48
command_line_input,SWARM C,39453,2026-01-27T04:10:12Z,2026-01-27T04:10:12Z,67.09,67.08,67.09,67.08
command_line_input,LAGEOS 2,22195,2026-01-27T04:11:41Z,2026-01-27T04:13:16Z,59.02,70.32,68.99,67.03
command_line_input,CRYOSAT 2,36508,2026-02-03T12:32:42Z,2026-02-03T12:32:47Z,67.53,71.92,59.13,71.02
command_line_input,JASON 3,41240,2026-02-04T01:01:03Z,2026-02-04T01:01:16Z,67.67,76.94,59.21,73.83
command_line_input,S6 MICHAEL FREILICH,46984,2026-02-04T01:18:57Z,2026-02-04T01:19:13Z,68.78,70.45,61.46,67.01
command_line_input,EGS (AJISAI),16908,2026-02-04T17:15:21Z,2026-02-04T17:15:32Z,59.45,68.72,64.94,67.08
command_line_input,STARLETTE,7646,2026-02-04T17:39:38Z,2026-02-04T17:39:50Z,68.95,71.89,66.99,67.27
command_line_input,S6 MICHAEL FREILICH,46984,2026-02-13T23:17:27Z,2026-02-13T23:17:42Z,68.64,70.33,61.77,67.12
command_line_input,SWARM A,39452,2026-02-13T02:45:38Z,2026-02-13T02:45:41Z,67.75,71.56,59.79,70.35
command_line_input,LAGEOS 1,8820,2026-02-13T17:40:45Z,2026-02-13T17:42:15Z,59.04,69.80,68.93,73.79
command_line_input,COSMOS 2024 (ETALON 2),20026,2026-02-13T17:45:30Z,2026-02-13T17:51:09Z,68.99,75.34,59.01,73.38
command_line_input,JASON 3,41240,2026-02-01T10:03:18Z,2026-02-01T10:03:29Z,59.46,70.93,68.97,70.44
command_line_input,STELLA,22824,2026-02-01T15:28:50Z,2026-02-01T15:28:56Z,59.14,74.35,68.57,76.29
command_line_input,S6 MICHAEL FREILICH,46984,2026-01-26T11:36:39Z,2026-01-26T11:36:51Z,59.62,69.36,68.92,68.82
command_line_input,EGS (AJISAI),16908,2026-01-26T15:12:44Z,2026-01-26T15:13:05Z,68.98,71.97,66.73,67.08
